cafeteria,13
orientation_parallel,table,table_1,2
orientation_parallel,tissuebox,cups,2
orientation_parallel,wall,wall_1,3
orientation_parallel,cups,counter,2
orientation_parallel,box,counter,2
orientation_parallel,box,cups,2
orientation_parallel,chair,chair_1,4
orientation_parallel,table,chair,3
orientation_parallel,chair,table,6
orientation_parallel,chair,bench,2
orientation_parallel,box,tissuebox,2
orientation_parallel,tissuebox,counter,2
orientation_parallel,wall,counter,2
orientation_perpendicular,table,chair,2
orientation_perpendicular,chair,table,2
symmetry,chair,chair_1,5
frequency,wall_1,3
frequency,table_1,3
frequency,wall,4
frequency,box,3
frequency,tissuebox,2
frequency,table,9
frequency,cups,2
frequency,chair_1,7
frequency,chair,9
frequency,counter,4
frequency,bench,2
proximity,box,tissuebox,1
proximity,box,tissuebox,1
proximity,box,tissuebox,1
proximity,box,tissuebox,1
proximity,box,wall,1
proximity,box,wall,1
proximity,box,tissuebox,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,box,cups,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,tissuebox,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,tissuebox,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_1,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_3,1
proximity,cups,cups_3,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,cups_3,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_3,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,cups_3,1
proximity,cups,tissuebox,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,cups_3,1
proximity,cups,cups_3,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,cups_3,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_3,1
proximity,cups,cups_3,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups_1,cups_2,1
proximity,cups,cups_3,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,cups_2,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,box,cups,1
proximity,box,cups,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,cups,tissuebox,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,tissuebox,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,desk,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,cups_2,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,box,desk,1
proximity,box,cups,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,cups_2,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,box,desk,1
proximity,box,wall,1
proximity,box,cups,1
proximity,box,wall,1
proximity,box,wall,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,cups,cups_2,1
proximity,cups,cups_1,1
proximity,cups,cups_2,1
proximity,box,wall,1
proximity,bench,desk,1
proximity,bench,desk,1
proximity,bench,desk,1
proximity,bench,desk,1
proximity,bench,desk,1
proximity,desk,wall,1
proximity,desk,wall,1
proximity,desk,wall,1
proximity,bench,desk,1
proximity,bench,desk,1
proximity,desk,wall,1
proximity,desk,wall_1,1
proximity,desk,wall_1,1
proximity,desk,wall,1
proximity,desk,wall_1,1
proximity,bench,desk,1
proximity,bench,table,1
proximity,bench,table,1
proximity,desk,wall,1
proximity,desk,wall_1,1
proximity,desk,wall_1,1
proximity,desk,wall,1
proximity,desk,wall_1,1
proximity,bench,table,1
proximity,bench,desk,1
proximity,bench,table,1
proximity,bench,table,1
proximity,desk,wall,1
proximity,desk,wall,1
proximity,desk,wall,1
proximity,bench,table,1
proximity,bench,desk,1
proximity,bench,table,1
proximity,bench,table,1
proximity,bench,desk,1
proximity,bench,table,1
proximity,monitor,monitor_1,1
proximity,monitor,monitor_1,1
proximity,monitor,monitor_1,1
proximity,chair,chair_1,6
proximity,chair,chair_1,6
proximity,chair,chair_1,6
proximity,chair,chair_1,4
proximity,chair,chair_1,4
proximity,chair_1,chair_2,4
proximity,chair_1,chair_2,4
proximity,chair_1,chair_2,4
proximity,chair,chair_1,3
proximity,chair,chair_1,3
proximity,chair_1,chair_2,3
proximity,chair_1,chair_3,3
proximity,chair_1,chair_3,3
proximity,chair_1,chair_2,3
proximity,chair_1,chair_3,3
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_3,1
proximity,chair_1,chair_4,1
proximity,chair_1,chair_4,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_3,1
proximity,chair_1,chair_4,1
proximity,chair,chair_1,3
proximity,chair,chair_1,3
proximity,chair_1,chair_2,3
proximity,chair_1,chair_2,3
proximity,chair_2,chair_3,3
proximity,chair_2,chair_3,3
proximity,chair_2,chair_3,3
proximity,chair,chair_1,2
proximity,chair,chair_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_2,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_4,2
proximity,chair_2,chair_4,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_4,2
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,table,1
proximity,chair_1,table,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_4,1
proximity,chair_2,chair_4,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_4,1
proximity,chair_1,table,1
proximity,chair,chair_1,2
proximity,chair,chair_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_2,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_3,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair,chair_1,2
proximity,chair,table_1,2
proximity,chair,table_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_2,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_3,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair,table_1,2
proximity,chair,chair_1,2
proximity,chair,chair_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_4,2
proximity,chair_1,chair_4,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_3,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_1,chair_4,2
proximity,chair,chair_1,2
proximity,chair,chair_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_2,2
proximity,chair_2,chair_3,2
proximity,chair_2,chair_4,2
proximity,chair_2,chair_4,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_3,table,2
proximity,chair_2,chair_4,2
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_3,1
proximity,chair_3,table,1
proximity,chair_3,table,1
proximity,table,table_1,1
proximity,table,table_1,1
proximity,table,table_1,1
proximity,chair,chair_1,2
proximity,chair,chair_1,2
proximity,chair_1,chair_2,2
proximity,chair_1,chair_2,2
proximity,chair_2,chair_3,2
proximity,chair_2,table,2
proximity,chair_2,table,2
proximity,chair_2,chair_3,2
proximity,chair_2,table,2
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
proximity,chair_2,table,1
proximity,chair_2,table,1
proximity,chair_2,chair_3,1
proximity,table,table_1,1
proximity,table,table_1,1
proximity,table,table_1,1
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_3,1
proximity,chair_3,chair_4,1
proximity,chair_3,chair_4,1
proximity,chair_3,chair_4,1
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_5,1
proximity,chair_2,chair_5,1
proximity,chair_3,chair_4,1
proximity,chair_3,chair_4,1
proximity,chair_3,chair_4,1
proximity,chair_2,chair_5,1
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
proximity,chair_2,chair_3,1
proximity,chair_3,chair_4,1
proximity,chair_3,table,1
proximity,chair_3,table,1
proximity,chair_3,chair_4,1
proximity,chair_3,table,1
proximity,chair,chair_1,1
proximity,chair,chair_1,1
proximity,chair_1,chair_2,1
proximity,chair_1,chair_2,1
proximity,chair_2,chair_3,1
